image_path,product_family,source,page_url,image_url,width,height,sha256,phash,reason
storage/accepted/Parle-G/935ef3d7.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719135767,https://images.openfoodfacts.org/images/products/890/171/913/5767/2.jpg,3072,4096,79fdf726e95456fa0b792ef360d1eed56f0b24ae691545b2d6cb8fc840d0d2cc,d72a28d752a51b6a,accepted
storage/accepted/Parle-G/64dd7f5c.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719135767,https://images.openfoodfacts.org/images/products/890/171/913/5767/3.jpg,1669,890,9dbd36813ccbceb554d20d1f990a06ac8e9e1265193f5eb671e6238851dddfd2,f5805e803f4f8a7a,accepted
storage/accepted/Parle-G/e3801ed0.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719135767,https://images.openfoodfacts.org/images/products/890/171/913/5767/4.jpg,1321,814,2688bfed3642106ad2532a97bcc63ee3fe4804b2c357fb4fecf212377c26e70e,9da3c62b6cf071c1,accepted
storage/accepted/Parle-G/78fc5224.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719135767,https://images.openfoodfacts.org/images/products/890/171/913/5767/5.jpg,1000,1000,8da306fccc63e42ca983765d536cfefd024cf6a0910602230e3209b843d78f01,be68c197b0c86f32,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719135767,https://images.openfoodfacts.org/images/products/890/171/913/5767/front_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719135767,https://images.openfoodfacts.org/images/products/890/171/913/5767/packaging_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/af91443c.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719125478,https://images.openfoodfacts.org/images/products/890/171/912/5478/1.jpg,1758,3264,02cba242e44eb53694d8496f00dd0ad06081295d893b80c2feb1a06ad7d72902,d5d02a2fc5623e95,accepted
storage/accepted/Parle-G/6cd9705f.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719125478,https://images.openfoodfacts.org/images/products/890/171/912/5478/2.jpg,1077,1165,92ade03a514e1ce5121adff9be09dc67d9143ae198f6a062b5deca845f272b5f,be3c8447d339d0c6,accepted
storage/accepted/Parle-G/aa026492.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719125478,https://images.openfoodfacts.org/images/products/890/171/912/5478/3.jpg,1080,697,6fc95dbffce2bba7a50d2da6e39d5f2bf586950342ae82e95b2416163356c3c2,ab67959dd490c46a,accepted
storage/accepted/Parle-G/b0ed0990.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719125478,https://images.openfoodfacts.org/images/products/890/171/912/5478/4.jpg,1072,1040,f82b8629e16ac22e967f49c848990b4def365d2563cc99404066acae505f28ba,be8bc0f0e115d46e,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719125478,https://images.openfoodfacts.org/images/products/890/171/912/5478/front_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/7eab8f7b.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/1.jpg,3120,4160,faf8735bfe4bc879ad559350941d3ff0afd686bdc5b35d1f86e4f3f2bb710fb2,a1a43efd8948cb4b,accepted
storage/accepted/Parle-G/91f5fe53.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/2.jpg,2090,4000,fdc0e245b5dcce9f28b76c1490c79d48a78b6b52e751e371b920ad4d0cef01e8,f35f2c334c4d8389,accepted
storage/accepted/Parle-G/87b7ff05.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/3.jpg,4211,1747,00684a2c81d187872a027a3418b5f6ff02ecedc471d622550d3a9e186404bcf3,dfcf97e030c038d8,accepted
storage/accepted/Parle-G/364dd7ff.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/4.jpg,2760,994,ae0acf559b9252b774734b02dc0a3358e234ee9d5b941b2ed4ab65a35a7326b2,bf21d23ac194e4dc,accepted
storage/accepted/Parle-G/1fb5728d.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/5.jpg,2443,1883,b8efbe4b3ecceafe2f2842e167330214dcce5a0df0e2acb78f67ca842f8ceaa7,bc6a4fe265958c8c,accepted
storage/accepted/Parle-G/65ba9b68.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/6.jpg,1630,1337,97b30ac8053bd6e3ee558e6e5ef4676b3540c831100b028513350092ea755da5,f9a2956dda918196,accepted
storage/accepted/Parle-G/bb534418.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/7.jpg,3196,2366,5b34a2b9aa5630cfac70260198a885cdc8abfab4e367a0d08b5948e5fbd5ca89,beea50b55d351584,accepted
storage/accepted/Parle-G/cce9573b.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/8.jpg,3324,3327,ab20297833ba5b6a851df59d3c4a6a8e79ae8f3927206fd11544ddb4c3c36bf0,8f70c4849bcd4cbd,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/front_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128462,https://images.openfoodfacts.org/images/products/890/171/912/8462/packaging_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/53147353.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/1.jpg,3024,4032,412b7d933e50ebd923d2fd175fadef54f9abaf7bff1e7a263f9947f72c4905b0,85ce6c96bab56c11,accepted
storage/accepted/Parle-G/cd148b55.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/10.jpg,1958,3989,a518caf947eb8ce67581b5e9db22120b09bdfeb91ff6b47649986e6a25be7aad,84023b4d725f6ef2,accepted
storage/accepted/Parle-G/0a70fddd.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/2.jpg,3024,4032,ee7bb34ba2532071c1361331fd36ab43d4619f9a74deaa636a17ebf4e09614fd,d582c63b3bc985c6,accepted
storage/accepted/Parle-G/2f602536.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/3.jpg,3024,4032,69ffacc80930890211f95c0be7ba3dd47bfdbbaca4b910b5d9dac6f15416e47c,d580c73b0b69c5cd,accepted
storage/accepted/Parle-G/9480ce67.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/4.jpg,1081,628,0fd94e0a6a9b31e76b0f607b830ad4de45c21ac8a9b7f6acbeeacb95ad100da7,d91a8cc5c703739d,accepted
storage/accepted/Parle-G/46ecdb53.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/5.jpg,554,688,0089d1573729af78dbb79f43c23c0046225a946e56cdeeed1b1060c3f6ac45e6,bec4f29293c24ecc,accepted
storage/accepted/Parle-G/0cad4386.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/6.jpg,3698,1170,7a8003da9a82656694109a77db7b96a83e3b4a9983015732250ed90cc110e194,8c63b77a30956a87,accepted
storage/accepted/Parle-G/995575ba.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/7.jpg,2177,3251,5abd7759c84e0a36b9f68c9f0a9b84857f598b6b46e9815d63b281ccd4d7ca53,bea266a5e0dc4ad8,accepted
storage/accepted/Parle-G/24c9db2e.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/8.jpg,936,861,0e612c80d393777f5a106f3b0da9c4891fd1f1b260780fcbbcc4ab2b28de5f73,e5649692d9993167,accepted
storage/accepted/Parle-G/70c140f5.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/9.jpg,3888,1892,1f156a6547842158bd5af621ebf2a5e92572c6c09214c7440e0eeba2a7240160,b8399c40cecee3ca,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/front_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/front_fr.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/packaging_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719902413,https://images.openfoodfacts.org/images/products/890/171/990/2413/packaging_fr.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101045,https://images.openfoodfacts.org/images/products/890/171/910/1045/1.jpg,446,1200,89020784cbb95513f6b8ba25fdb8b5f7fc5f9f5f3201f9f19bb4ef1812f28695,,low_resolution_446x1200
storage/accepted/Parle-G/89b0c0bc.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101045,https://images.openfoodfacts.org/images/products/890/171/910/1045/2.jpg,3024,3024,aea30af9b3d51e932cf2bd0914d68ea42a1ed27eca0ddc8e6c0bbc0674102e56,aa942e57aff22168,accepted
storage/accepted/Parle-G/351bab2f.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101045,https://images.openfoodfacts.org/images/products/890/171/910/1045/3.jpg,2168,4032,1e945bf21f2fec428e0851aabeae275512fecb3385a495e6ce6858933a781900,92f7494e86b56338,accepted
storage/accepted/Parle-G/dd98bbad.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101045,https://images.openfoodfacts.org/images/products/890/171/910/1045/4.jpg,3120,4160,3a5f887f7dff43448e17b8c3d6b0e3bfa6150f0d5f91ee64998369b489eea6cd,db092024273f3f37,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101045,https://images.openfoodfacts.org/images/products/890/171/910/1045/front_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101045,https://images.openfoodfacts.org/images/products/890/171/910/1045/front_nl.jpg,,,,,HTTP 403
storage/accepted/Parle-G/8a9bb430.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719120800,https://images.openfoodfacts.org/images/products/890/171/912/0800/1.jpg,1744,3264,e823ab04de2b93a427979701456415c0202c6daacd3f6e525a174b7e5fb9f091,da7a1e6c4405b39b,accepted
storage/accepted/Parle-G/74258a8f.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719120800,https://images.openfoodfacts.org/images/products/890/171/912/0800/2.jpg,2259,1140,3d0a37d70b5a71a606780f5baa60796e1b6fb75c91e73e135e0cdd662925df10,95a7d298e0967627,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719120800,https://images.openfoodfacts.org/images/products/890/171/912/0800/front_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/a5f396b1.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246187013,https://images.openfoodfacts.org/images/products/072/324/618/7013/1.jpg,960,1200,144fb48a6898662a8fc7b98965331aed7caf8f15fcbd3bbe511135eff7581e50,aad4d70f44db2b11,accepted
storage/accepted/Parle-G/3572d8d2.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246187013,https://images.openfoodfacts.org/images/products/072/324/618/7013/2.jpg,1384,1200,1510aa7fd010e3671ea9c755e12fa2655dcd06063b3a2ed4b35705b453a0a9ec,80bf7792369435a3,accepted
storage/accepted/Parle-G/6da8c736.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246187013,https://images.openfoodfacts.org/images/products/072/324/618/7013/3.jpg,2050,985,76659073651c8e8f4e9cb5890151542cbf6a5a597ebffe5a7b007075960a2dfc,947fd0359f646660,accepted
storage/accepted/Parle-G/58c0f5f6.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246187013,https://images.openfoodfacts.org/images/products/072/324/618/7013/4.jpg,733,583,614dda75d791607b4d439ee6e3e65d2ee94039e36eef1ee2f0feebc1048bb485,af68d0a7c1b32c9c,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246187013,https://images.openfoodfacts.org/images/products/072/324/618/7013/5.jpg,1335,446,2a3a6c155431915d874d6f5790ce6e43c65ee286c4827bd1ae5db9c6fb615101,,low_resolution_1335x446
storage/accepted/Parle-G/17a44e2a.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246187013,https://images.openfoodfacts.org/images/products/072/324/618/7013/6.jpg,1357,906,bbb7fc471f05c108f05f9b75e8afb0f36ccba379195ac4c606d5bacfe4cc39c8,a0cf885e5a2bd12f,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246187013,https://images.openfoodfacts.org/images/products/072/324/618/7013/front_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246187013,https://images.openfoodfacts.org/images/products/072/324/618/7013/front_fr.jpg,,,,,HTTP 403
storage/accepted/Parle-G/4eef2df5.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719255151,https://images.openfoodfacts.org/images/products/890/171/925/5151/1.jpg,2592,1944,1980d5ebb53634c0c6efdb730115417f64083ad0a4172bd5f61124d9db64992b,afd24dcbd04c8666,accepted
storage/accepted/Parle-G/d4ab60be.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719255151,https://images.openfoodfacts.org/images/products/890/171/925/5151/2.jpg,3200,2400,22f13067032fceb04bcf2dc8e90c17cc9f1f992cf1e3ac9f55f8fd2faf166081,b88143c027f03fef,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719255151,https://images.openfoodfacts.org/images/products/890/171/925/5151/front_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/f82ec040.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101014,https://images.openfoodfacts.org/images/products/890/171/910/1014/1.jpg,1494,2656,0e45ddf97174d892717d268c3d450b661ab91f08f9c7b89255858206841d8b90,b0e4d72639ad6b82,accepted
storage/accepted/Parle-G/15a2ea7f.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101014,https://images.openfoodfacts.org/images/products/890/171/910/1014/2.jpg,1494,2656,05fcc7248cd4c6f5bb9446175134f13680417a28cc2246b170bf22562a013723,b0cd6fb370f0c8e0,accepted
storage/accepted/Parle-G/853791c8.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101014,https://images.openfoodfacts.org/images/products/890/171/910/1014/3.jpg,1688,1200,c7d2cb84efd2d59b4ebd79c808ce1a999f392c08fcb1f4aa30649c352c55b7a3,922c36a13d6ed6e1,accepted
storage/accepted/Parle-G/09d399b4.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101014,https://images.openfoodfacts.org/images/products/890/171/910/1014/4.jpg,1309,1087,4d11b59ce5827538f19760fb87a80f34776a684d18382d936da29b529e62bd63,8e78e4a6919e93b1,accepted
storage/accepted/Parle-G/4157e96d.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101014,https://images.openfoodfacts.org/images/products/890/171/910/1014/5.jpg,1283,1017,78aab1367120861ab0f25d13a7ab0b371754943cb9143380141c464560ae0c10,8e7144869597d1b7,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101014,https://images.openfoodfacts.org/images/products/890/171/910/1014/front_fr.jpg,,,,,HTTP 403
storage/accepted/Parle-G/cc3ee624.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101090,https://images.openfoodfacts.org/images/products/890/171/910/1090/1.jpg,2448,3264,f5067d2287ba6021b9620038873a972756cd89eec3c1cc04793b5c6070bc03e5,911d1e8e6ee2ee81,accepted
storage/accepted/Parle-G/4736c3a6.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101090,https://images.openfoodfacts.org/images/products/890/171/910/1090/2.jpg,2448,3260,58646110ea3dc9cff62dfaa35236bce51e7734bc839f277e12e9bf06e43198c2,8c8a6eba7c6cd02d,accepted
storage/accepted/Parle-G/3cd0f94c.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101090,https://images.openfoodfacts.org/images/products/890/171/910/1090/3.jpg,1168,1200,9c34aae0a878879e2d83f43f17ab9c7380abc662d83f735a9014449056384e6e,a7363ad3c0c9ec46,accepted
storage/accepted/Parle-G/c2c3418b.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101090,https://images.openfoodfacts.org/images/products/890/171/910/1090/4.jpg,2025,1200,dc6bc1bbf1602a025509ca04cf0412702b00868c8ac38c8e348b359fceacc418,aa6b682e6d3d60d1,accepted
storage/accepted/Parle-G/1e6ccc03.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101090,https://images.openfoodfacts.org/images/products/890/171/910/1090/5.jpg,3468,4624,e6a8e87af7226d16f25ff8f6e0a474380ea301387b3d9893b68995021cdbec44,d4922bae2b9265d5,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101090,https://images.openfoodfacts.org/images/products/890/171/910/1090/front_ar.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101090,https://images.openfoodfacts.org/images/products/890/171/910/1090/front_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/c0fa1a33.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123917,https://images.openfoodfacts.org/images/products/890/171/912/3917/1.jpg,3000,4000,37e6ebb260c8a7327e59320cc30e86c998952bc9cabd8e80cf3e2f6048a616d1,c8ef1c34256707b6,accepted
storage/accepted/Parle-G/bda4f2ea.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123917,https://images.openfoodfacts.org/images/products/890/171/912/3917/2.jpg,3927,1006,1e793159c42f21ec73e2ce8bd1b2c9f236e46e64fbf45ee07946cd109d6954c6,c1b43595939a9b1b,accepted
storage/accepted/Parle-G/b85e8c22.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123917,https://images.openfoodfacts.org/images/products/890/171/912/3917/3.jpg,1913,1871,db5199fc66af4e63876a340339ecbba68abc3623572aac13cca79abc69ee61aa,cbc3c0b036fe8dc1,accepted
storage/accepted/Parle-G/2348a8e3.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123917,https://images.openfoodfacts.org/images/products/890/171/912/3917/4.jpg,4080,3060,0422a6ee6215e12041a28a72193316e72c1125a9d2840f7e136a13a063144d3d,ff842093caca6a7a,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123917,https://images.openfoodfacts.org/images/products/890/171/912/3917/front_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123917,https://images.openfoodfacts.org/images/products/890/171/912/3917/packaging_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/98f46781.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101663,https://images.openfoodfacts.org/images/products/890/171/910/1663/1.jpg,720,960,af51cbb74af3fc43feefb25fbb1925e37068a0403e08b3cab3f9570464119252,f0e51f21817df0d2,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719101663,https://images.openfoodfacts.org/images/products/890/171/910/1663/front_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116862,https://images.openfoodfacts.org/images/products/068/545/011/6862/1.jpg,1042,506,43a3ed488c66d572be145cbaf896a1c50cd602400d726a69de4cab439b6b7b64,,low_resolution_1042x506
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116862,https://images.openfoodfacts.org/images/products/068/545/011/6862/2.jpg,678,397,c606cee5c2e261fead2cd1fc575551a225867ed608ff13ffd48172e8a46e377c,,low_resolution_678x397
storage/accepted/Parle-G/ef1d4a89.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116862,https://images.openfoodfacts.org/images/products/068/545/011/6862/3.jpg,1322,1826,1056a231071532aaf5f0029f6bd95fe69c92362a9fa76f3cf77bfb6bfd87295e,e98c1d5f52c2983d,accepted
storage/accepted/Parle-G/f011cd4e.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116862,https://images.openfoodfacts.org/images/products/068/545/011/6862/4.jpg,1746,644,5013f51669a8f99a0e0868e88d592d5642e4e78633de5b8f7313db6f8e1f5fa9,aa80d5f5726b654c,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116862,https://images.openfoodfacts.org/images/products/068/545/011/6862/front_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/029bf1cd.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116756,https://images.openfoodfacts.org/images/products/068/545/011/6756/1.jpg,922,737,9903ee131fce98e68b27ad0e3df59b4a938603211151550a5c4ff89cc62568b3,a62bda6c96c385c3,accepted
storage/accepted/Parle-G/0f040120.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116756,https://images.openfoodfacts.org/images/products/068/545/011/6756/2.jpg,515,795,866a254fac5d80ab2ec47aa1f838b0c5760a228d87a2c359e895da21add50343,855e2233b3b17c65,accepted
storage/accepted/Parle-G/f71d1ccf.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116756,https://images.openfoodfacts.org/images/products/068/545/011/6756/3.jpg,2194,2136,25f492c90d9d48219e934c3160165ed8b408efe3d88f291878ca8084a0496c2b,abbed582d9a8cd20,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0685450116756,https://images.openfoodfacts.org/images/products/068/545/011/6756/front_en.jpg,,,,,HTTP 403
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246222837,https://images.openfoodfacts.org/images/products/072/324/622/2837/1.jpg,1046,423,8028c2277e9f9aa5415954a9a45a1bc3731863fde5de10795e799b72f12d1d5b,,low_resolution_1046x423
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246222837,https://images.openfoodfacts.org/images/products/072/324/622/2837/2.jpg,333,1200,b397a4dd11de571fdb858ec6a220376a45da3428b8352acb88eba9f07b66c410,,low_resolution_333x1200
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/0723246222837,https://images.openfoodfacts.org/images/products/072/324/622/2837/front_en.jpg,,,,,HTTP 403
storage/accepted/Parle-G/7c8e6330.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123887,https://images.openfoodfacts.org/images/products/890/171/912/3887/1.jpg,892,1200,9d73b4dab5767b347377323b16a81fd014c4fd88c915c8f3c40abd18207f3572,9e439ca7ad129794,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123887,https://images.openfoodfacts.org/images/products/890/171/912/3887/2.jpg,458,443,fc25b56bba82536da856628f3be1c9a9f4a089fea2cf14fa5d9488916dbbedf7,,low_resolution_458x443
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719123887,https://images.openfoodfacts.org/images/products/890/171/912/3887/front_fr.jpg,,,,,HTTP 403
storage/accepted/Parle-G/5a20c96c.jpg,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128004,https://images.openfoodfacts.org/images/products/890/171/912/8004/1.jpg,3456,4608,7c2012faa5e37fc71b44a1c1a2cdf0befbf6b8b2bf2cfbb77791fce7f7fdab5d,9be0a42b089fc6be,accepted
,Parle-G,openfoodfacts,https://world.openfoodfacts.org/product/8901719128004,https://images.openfoodfacts.org/images/products/890/171/912/8004/front_en.jpg,,,,,HTTP 403
